employee_id,first_name,last_name,date_of_birth,gender,ethnicity,job_title,department,hire_date,termination_date,salary,hourly_rate,overtime_rate,pay_frequency,tax_withholding,ssn,address,city,state,zip_code,phone_number,emergency_contact_name,emergency_contact_phone,marital_status,spouse_name,number_of_dependents,education_level,years_of_experience,performance_rating,benefits_eligible,union_member
786,Seline,Bougen,11/7/1966,Agender,Asian,Chemical Engineer,Training,1/14/2010,8/22/2021,125056.03,69.22,24.63,Weekly,0.87,336-50-9590,78413 Acker Parkway,Gontar,,,622-781-8177,Seline Bougen,682-423-9551,Widowed,Seline Bougen,5,Master's Degree,39,2.07,true,false
787,Carson,Rumbelow,2/7/1991,Trans Man,Other,Product Engineer,Engineering,7/31/2013,11/5/2016,176374.54,62.77,25.19,Monthly,0.15,113-11-1066,958 Bashford Crossing,Anning,,,668-549-9514,Carson Rumbelow,859-926-7168,Divorced,Carson Rumbelow,2,High School,29,2.82,true,false
788,Aliza,Danneil,3/23/1969,Two-Spirit,White,Legal Assistant,Support,10/24/2010,9/25/2005,175531.05,53.45,20.4,Bi-weekly,0.2,301-42-4768,69893 Pine View Parkway,Yaguarón,,,331-854-2812,Aliza Danneil,311-903-3899,Widowed,Aliza Danneil,2,Bachelor's Degree,10,2.43,false,false
789,Pauli,Tocher,6/3/1963,MTF,Other,Biostatistician I,Research and Development,7/28/2018,1/13/2001,46248.03,12.14,90.77,Monthly,0.91,283-58-7445,28891 Pearson Parkway,Nuits-Saint-Georges,A1,21704 CEDEX,673-426-9032,Pauli Tocher,439-558-5828,Married,Pauli Tocher,7,Master's Degree,13,3.76,false,true
790,Shana,Dinnington,9/26/1951,Male to Female,Other,Assistant Media Planner,Legal,4/13/2007,6/8/2015,29325.2,69.42,94.37,Monthly,0.15,442-40-6775,0 Corry Street,Srostki,,659375,364-183-9878,Shana Dinnington,923-245-1845,Single,Shana Dinnington,2,Bachelor's Degree,30,1.65,false,true
791,Teddie,Le Fevre,11/19/1974,Transgender,White,Graphic Designer,Training,5/5/2012,10/22/2020,29067.96,76.09,19.9,Monthly,0.9,235-40-4432,24 Lake View Way,Miandrivazo,,,429-710-8151,Teddie Le Fevre,701-409-4988,Divorced,Teddie Le Fevre,5,Associate's Degree,8,3.02,true,false
792,Fred,Ganley,8/20/1958,Cisgender Male,Asian,Professor,Engineering,8/23/2017,12/12/2013,112120.94,58.84,76.93,Monthly,0.11,320-72-2389,02 Grim Center,Smolino,,606084,425-525-5648,Fred Ganley,284-254-4071,Widowed,Fred Ganley,4,Master's Degree,10,1.62,true,false
793,Shara,Maffin,1/18/2002,Transgender Female,White,Staff Scientist,Business Development,2/5/2007,2/18/2018,42796.89,35.66,32.83,Bi-weekly,0.85,492-25-3526,514 Chive Avenue,Huayuanli,,,223-645-2885,Shara Maffin,982-140-1425,Married,Shara Maffin,0,Master's Degree,46,1.78,false,false
794,Charlot,Medcalf,8/29/1996,Trans Male,Hispanic,VP Sales,Engineering,2/24/2014,11/24/2011,54276.06,59.14,40.15,Monthly,0.71,380-70-3113,0203 Talmadge Terrace,Banjar Tibubiyu Kaja,,,409-314-4196,Charlot Medcalf,679-290-4774,Divorced,Charlot Medcalf,4,Master's Degree,17,4.41,false,false
795,Winny,Hullot,8/25/1980,Trans,Hispanic,Design Engineer,Support,12/28/2009,1/2/2015,129080.56,58.75,38.85,Monthly,0.71,510-88-0435,54 Mariners Cove Street,Kut Rang,,81140,924-614-6334,Winny Hullot,376-823-3874,Divorced,Winny Hullot,0,Bachelor's Degree,45,1.89,true,true
796,Daisie,Crisford,7/15/1978,Transsexual,Hispanic,Health Coach IV,Product Management,11/20/2015,10/1/2012,25107.25,83.95,95.38,Bi-weekly,0.38,570-59-6721,718 Killdeer Road,Guanqiao,,,929-618-7016,Daisie Crisford,520-376-8375,Widowed,Daisie Crisford,9,High School,46,3.26,true,true
797,Rochell,Aleso,1/26/1951,Transsexual Male,White,Software Consultant,Product Management,2/15/2013,9/9/2007,131556.15,78.0,94.59,Bi-weekly,0.71,536-76-4040,782 Mosinee Place,Jalaud,,5004,808-580-4373,Rochell Aleso,306-210-2040,Divorced,Rochell Aleso,4,Doctorate,26,1.38,false,true
798,Jocelyn,Beggan,11/28/1957,Trans Female,Asian,Staff Scientist,Human Resources,1/19/2002,9/30/2006,160280.24,21.61,34.47,Bi-weekly,0.42,290-66-9790,41 Declaration Way,Incheon,,,752-960-9312,Jocelyn Beggan,236-803-2561,Divorced,Jocelyn Beggan,1,Associate's Degree,37,2.58,true,false
799,Lukas,MacShane,7/24/1954,Transgender Man,Hispanic,Social Worker,Research and Development,10/12/2010,9/23/2005,196323.83,61.43,38.76,Bi-weekly,0.29,159-91-5089,222 Burning Wood Point,Drakino,,397943,153-939-0817,Lukas MacShane,902-665-9940,Widowed,Lukas MacShane,2,Doctorate,8,4.52,true,false
800,Dermot,Goodge,6/4/1952,Trans Person,Hispanic,Desktop Support Technician,Research and Development,10/10/2005,10/6/2003,35161.43,49.27,93.81,Monthly,0.08,309-16-0943,44253 Lindbergh Way,Huangcun,,,392-503-1792,Dermot Goodge,321-871-1528,Single,Dermot Goodge,5,Master's Degree,34,1.66,false,false
801,Ricky,Sayre,11/9/1973,Non-binary,Hispanic,General Manager,Services,5/31/2008,10/6/2012,70568.81,72.53,63.86,Weekly,0.65,733-48-3597,72823 Butternut Road,Lagawe,,3600,460-398-4012,Ricky Sayre,605-897-8237,Divorced,Ricky Sayre,2,High School,0,3.64,false,true
802,Reuben,Mordecai,11/24/1999,Transsexual Person,White,Marketing Assistant,Services,11/22/2008,6/9/2002,167326.04,57.64,80.07,Bi-weekly,0.07,269-19-0391,763 Meadow Valley Way,Solnechnogorsk,,141508,739-602-9500,Reuben Mordecai,357-885-5038,Widowed,Reuben Mordecai,4,Master's Degree,9,2.48,true,false
803,Roz,Dmitrovic,4/5/1955,Transmasculine,Other,VP Quality Control,Services,8/14/2002,7/9/2010,117492.46,57.1,68.42,Weekly,0.34,102-95-1824,42 5th Plaza,Petani,,,883-225-1362,Roz Dmitrovic,545-907-9399,Widowed,Roz Dmitrovic,1,Master's Degree,47,4.8,true,true
804,Sybil,Gamlen,11/17/1991,Transsexual Male,Asian,Quality Engineer,Legal,6/21/2008,11/15/2013,81093.34,31.94,85.86,Bi-weekly,0.11,768-10-4333,7 Grover Crossing,Stenungsund,O,444 53,904-912-4738,Sybil Gamlen,327-980-1616,Single,Sybil Gamlen,5,Bachelor's Degree,22,2.31,false,true
805,Nari,Wissbey,2/6/1965,Transgender Male,Other,Desktop Support Technician,Sales,4/22/2020,11/5/2014,105805.13,27.36,58.88,Monthly,0.19,551-65-0826,760 Charing Cross Place,Kiuola,,,643-527-1849,Nari Wissbey,663-381-7144,Single,Nari Wissbey,1,Doctorate,48,4.44,false,false
806,Fancie,Brende,10/30/1952,Transsexual,Black,Environmental Specialist,Marketing,6/25/2019,4/7/2010,125069.01,44.32,58.78,Weekly,0.12,240-70-9487,2381 Helena Junction,Amolatar,,,282-330-0449,Fancie Brende,450-142-9914,Single,Fancie Brende,1,Doctorate,34,1.36,false,false
807,Eadie,Kubis,10/9/1959,Agender,Asian,Chief Design Engineer,Services,4/15/2017,6/29/2007,183957.0,61.51,80.18,Weekly,0.72,182-99-7218,4478 Boyd Road,Helsingborg,M,252 20,105-917-1895,Eadie Kubis,253-307-6659,Divorced,Eadie Kubis,0,Associate's Degree,49,3.08,true,false
808,Kara,Bramwell,6/18/1973,Trans Man,Other,Junior Executive,Marketing,11/29/2000,8/7/2001,106000.79,17.93,61.78,Monthly,0.2,477-89-1102,4519 Onsgard Crossing,Westonaria,,1789,261-642-1876,Kara Bramwell,665-751-9273,Divorced,Kara Bramwell,9,Associate's Degree,43,3.23,false,true
809,Aretha,Langridge,2/1/1987,Transgender,Black,Chemical Engineer,Human Resources,12/20/2000,8/14/2004,124313.11,39.03,60.29,Monthly,0.41,817-58-0258,12736 Hanson Circle,Néa Tríglia,,,396-520-6584,Aretha Langridge,804-350-4493,Widowed,Aretha Langridge,10,Bachelor's Degree,18,2.86,false,false
810,Danny,Burgis,1/17/1991,Gender Variant,Other,GIS Technical Architect,Business Development,9/18/2019,9/14/2012,101725.46,13.37,77.44,Weekly,0.47,698-11-3790,09634 Quincy Center,Robonkon,,7016,154-837-6909,Danny Burgis,473-381-8168,Divorced,Danny Burgis,1,Master's Degree,6,4.2,true,false
811,Annetta,Berger,10/26/1987,Transgender Woman,Asian,Account Coordinator,Research and Development,1/2/2001,3/19/2011,64130.28,72.24,99.02,Bi-weekly,0.23,805-82-0281,892 Nova Park,Chom Bueng,,70150,437-530-2285,Annetta Berger,121-868-6092,Widowed,Annetta Berger,6,Bachelor's Degree,36,4.88,true,false
812,Glennis,Litzmann,4/4/1973,Trans Male,Hispanic,Statistician II,Engineering,3/25/2013,1/8/2016,131633.92,63.47,33.13,Weekly,0.76,635-23-3037,492 Vahlen Center,Renshan,,,162-834-0132,Glennis Litzmann,479-173-3846,Single,Glennis Litzmann,10,Bachelor's Degree,7,3.18,false,true
813,Raquela,Crich,1/23/2002,Trans Male,Black,Programmer IV,Human Resources,4/4/2017,1/28/2002,52198.92,88.59,53.15,Monthly,0.08,793-04-7414,024 Prairie Rose Terrace,Mahdia,,,956-700-0535,Raquela Crich,981-618-6091,Widowed,Raquela Crich,2,Doctorate,28,1.41,true,true
814,Freeland,Dunstan,11/2/1971,Transsexual,Other,Quality Engineer,Legal,10/20/2007,2/26/2020,186416.83,93.68,45.38,Bi-weekly,0.86,655-07-2423,7742 Artisan Court,Uren’,,606800,124-994-0547,Freeland Dunstan,834-903-6834,Divorced,Freeland Dunstan,6,Doctorate,6,2.98,false,false
815,Christopher,Hartly,6/9/1988,Transsexual Person,Hispanic,Internal Auditor,Engineering,4/17/2000,2/20/2008,48668.71,90.07,12.55,Monthly,0.14,364-16-1953,942 Charing Cross Terrace,Lubuagan,,3802,893-580-7222,Christopher Hartly,393-331-6885,Single,Christopher Hartly,3,Master's Degree,36,1.37,true,true
816,Maddy,Buttrey,7/23/1997,Cis Woman,Hispanic,Software Engineer I,Legal,9/2/2000,6/21/2002,106166.38,81.22,68.47,Weekly,0.35,312-38-2937,28 Heffernan Pass,Tekes,,,117-496-7229,Maddy Buttrey,387-393-3288,Widowed,Maddy Buttrey,2,Master's Degree,29,4.29,true,false
817,Ingaborg,Shorto,3/25/1953,Cis,Other,Sales Representative,Support,7/12/2019,10/11/2002,127431.75,49.56,48.38,Bi-weekly,0.87,247-57-8874,7558 Fallview Road,Raszczyce,,47-435,763-138-4966,Ingaborg Shorto,617-801-2936,Divorced,Ingaborg Shorto,3,Doctorate,2,4.9,false,true
818,Felike,Addicott,1/23/1958,Intersex,Hispanic,Project Manager,Human Resources,6/28/2011,7/10/2005,51149.4,94.33,46.54,Weekly,0.81,757-74-2666,86 Esch Trail,Elato,,,468-993-5343,Felike Addicott,543-951-8644,Single,Felike Addicott,9,Bachelor's Degree,32,4.36,false,false
819,Gaylord,Ashleigh,9/5/1951,Cis Female,Asian,Pharmacist,Human Resources,2/24/2016,5/1/2018,140533.66,24.41,83.26,Monthly,0.49,816-94-4416,28023 Marcy Point,Al ‘Āliyah,,,792-668-9828,Gaylord Ashleigh,455-891-6777,Divorced,Gaylord Ashleigh,1,Associate's Degree,39,4.31,true,false
820,Eamon,Kendell,7/29/1968,Transsexual Female,Black,Cost Accountant,Legal,4/27/2003,2/14/2020,195632.77,49.55,44.53,Weekly,0.57,392-02-0900,8 Becker Pass,Viçosa,,59815-000,638-942-9984,Eamon Kendell,296-663-7906,Married,Eamon Kendell,6,Associate's Degree,0,4.19,true,true
821,Elora,Zamorrano,6/17/1956,Gender Nonconforming,Other,Office Assistant IV,Business Development,12/12/2004,4/22/2019,161180.02,68.8,77.92,Monthly,0.17,830-03-6071,1407 Hintze Parkway,Pu’an,,,525-739-4240,Elora Zamorrano,777-876-7730,Single,Elora Zamorrano,3,Master's Degree,18,4.53,true,false
822,Darwin,Tunaclift,2/27/1959,Trans Male,Black,Analog Circuit Design manager,Engineering,7/5/2004,2/22/2003,102594.75,54.73,86.73,Weekly,0.26,241-48-2122,735 Fulton Junction,Bretaña,,,854-420-9415,Darwin Tunaclift,894-188-4014,Single,Darwin Tunaclift,4,High School,40,3.96,true,true
823,Jaquenette,Cambden,7/27/1999,Agender,Asian,Cost Accountant,Engineering,12/27/2003,1/13/2002,177661.38,40.89,31.68,Bi-weekly,0.74,147-72-2673,54 Maryland Drive,Amadora,11,2610-006,522-704-6190,Jaquenette Cambden,818-630-8364,Widowed,Jaquenette Cambden,6,Doctorate,43,2.84,true,true
824,Helaine,Dunabie,2/10/1958,Trans,Black,Marketing Manager,Support,5/16/2003,1/21/2003,142860.76,13.46,65.69,Weekly,0.68,603-51-4199,87 Artisan Terrace,Maluno Sur,,3332,196-560-7743,Helaine Dunabie,767-793-3592,Divorced,Helaine Dunabie,8,Master's Degree,33,1.16,true,false
825,Sergeant,Dysert,1/15/1967,Cis Male,Hispanic,Senior Sales Associate,Engineering,9/12/2021,8/21/2017,80672.33,18.07,90.53,Weekly,0.68,731-71-0749,05 Charing Cross Terrace,Caucaguita,,,243-386-5633,Sergeant Dysert,402-845-5757,Divorced,Sergeant Dysert,2,Doctorate,42,1.88,true,false
826,Park,Rennebeck,10/13/1962,Trans Man,Other,Compensation Analyst,Product Management,12/21/2014,9/29/2015,88896.53,44.72,58.65,Monthly,0.11,798-95-5566,7954 Talmadge Pass,Tengqiao,,,679-691-3047,Park Rennebeck,188-857-4116,Single,Park Rennebeck,1,Master's Degree,9,4.54,false,false
827,Kerstin,Mish,1/2/1978,Cis Male,Other,Executive Secretary,Product Management,6/6/2005,12/29/2012,26377.32,11.49,39.57,Weekly,0.27,615-85-4733,1 Utah Center,Mandiana,,,275-301-9197,Kerstin Mish,741-355-9169,Married,Kerstin Mish,1,High School,45,1.48,false,false
828,Theobald,Bernardelli,9/27/1995,FTM,Other,Paralegal,Accounting,5/18/2011,4/28/2015,63830.99,73.83,76.85,Monthly,0.65,344-43-2869,4 Sherman Crossing,Tando Jām,,70051,234-999-4133,Theobald Bernardelli,847-700-8101,Single,Theobald Bernardelli,10,High School,22,2.12,true,true
829,Esmeralda,Labuschagne,11/17/2002,Intersex,Asian,Tax Accountant,Product Management,2/23/2014,2/21/2001,134928.68,47.25,28.19,Bi-weekly,0.61,825-61-0082,89 Schlimgen Plaza,Bhamdoûn el Mhatta,,,834-299-9437,Esmeralda Labuschagne,851-217-1006,Married,Esmeralda Labuschagne,2,Associate's Degree,7,4.22,false,false
830,Josi,Rickasse,10/16/1954,MTF,White,Programmer IV,Legal,3/31/2011,3/24/2011,33411.9,63.78,59.64,Monthly,0.93,415-96-2036,39097 Hermina Junction,Bocowanti,,,786-994-2554,Josi Rickasse,934-457-3653,Widowed,Josi Rickasse,5,High School,8,4.89,false,true
831,Elsi,Lazonby,1/24/1974,Cisgender Male,Asian,Budget/Accounting Analyst II,Business Development,2/5/2004,5/27/2011,197998.24,20.0,48.25,Monthly,0.23,550-34-6702,24 Annamark Place,Dingcheng,,,703-478-5989,Elsi Lazonby,831-269-7243,Married,Elsi Lazonby,6,Master's Degree,26,1.1,false,false
832,Rhea,O'Brogan,4/28/1959,Gender Variant,White,Professor,Human Resources,8/9/2008,4/30/2018,197363.02,61.82,59.11,Bi-weekly,0.34,891-88-2996,2 American Park,Venlo,05,5914,726-871-6525,Rhea O'Brogan,933-986-1086,Divorced,Rhea O'Brogan,10,Associate's Degree,18,4.06,true,true
833,Carline,Yoslowitz,12/30/1968,Transsexual Male,Hispanic,Geologist IV,Legal,7/30/2011,9/16/2007,180832.89,19.88,29.42,Bi-weekly,0.0,614-77-7200,35343 Farragut Trail,Bengga,,,198-758-7027,Carline Yoslowitz,188-521-3843,Married,Carline Yoslowitz,0,High School,18,4.37,false,false
834,Ramsey,Jewson,10/19/1983,Cis,Hispanic,Assistant Professor,Marketing,4/26/2004,9/24/2021,133177.06,53.58,83.27,Bi-weekly,0.21,520-70-1387,9632 Sunnyside Center,Norrköping,E,602 14,639-352-8355,Ramsey Jewson,157-482-5070,Divorced,Ramsey Jewson,5,Bachelor's Degree,9,3.97,true,true
835,Sampson,Crathorne,9/3/1954,Agender,Hispanic,Automation Specialist IV,Research and Development,1/1/2009,5/5/2020,148878.39,82.51,30.05,Bi-weekly,0.32,639-74-0545,155 Longview Way,Ulyanovsk,,432980,637-964-9560,Sampson Crathorne,816-600-6826,Married,Sampson Crathorne,0,Doctorate,17,3.46,true,true
836,Dew,Melia,5/28/1976,FTM,Other,Systems Administrator III,Marketing,1/20/2010,10/11/2016,82102.32,72.06,75.76,Bi-weekly,0.06,570-11-3453,2761 Westend Center,Katima Mulilo,,,164-749-5143,Dew Melia,955-179-1316,Married,Dew Melia,1,Doctorate,20,1.01,true,false
837,Camel,Flanner,7/2/1995,Genderqueer,Other,Cost Accountant,Product Management,3/9/2007,7/26/2019,172022.18,77.36,63.57,Monthly,0.13,757-75-8897,3 Jay Court,Tangkolo,,,727-715-4311,Camel Flanner,199-316-8353,Widowed,Camel Flanner,2,Master's Degree,43,2.67,false,false
838,Delia,Ternault,7/5/1952,FTM,Other,Senior Cost Accountant,Research and Development,3/3/2020,4/14/2005,42824.29,74.62,77.96,Weekly,0.14,757-68-5343,4224 Forest Dale Hill,San Felipe,,11005,479-572-0407,Delia Ternault,695-291-3043,Widowed,Delia Ternault,2,Master's Degree,41,3.09,false,true
839,Arabela,Gaenor,3/13/1995,Genderqueer,White,Software Engineer III,Training,12/17/2008,10/28/2012,100603.61,66.08,11.28,Monthly,0.24,696-53-1601,168 Morning Court,Purwa,,,120-379-2772,Arabela Gaenor,601-588-1238,Widowed,Arabela Gaenor,0,Associate's Degree,45,3.08,false,false
840,Rey,Dudman,3/23/1954,Two-Spirit,White,General Manager,Training,5/26/2004,6/6/2007,133844.73,90.88,31.57,Bi-weekly,0.94,681-78-5524,22 Melby Lane,Al Mazra‘ah ash Sharqīyah,,,338-834-0589,Rey Dudman,561-327-3316,Widowed,Rey Dudman,0,Bachelor's Degree,25,1.52,false,true
841,Dita,Rounce,9/2/1951,Bigender,Black,Tax Accountant,Sales,4/9/2006,1/13/2013,130380.15,32.59,66.94,Weekly,0.72,164-70-0045,015 Schurz Lane,Heshui,,,222-196-6658,Dita Rounce,394-974-7780,Single,Dita Rounce,9,Bachelor's Degree,44,2.3,true,true
842,Temp,Piolli,1/12/1989,Androgynous,Black,Executive Secretary,Support,8/22/2019,7/14/2009,184893.08,22.51,97.56,Weekly,0.61,638-31-5801,72728 Comanche Center,Rudziczka,,43-267,576-737-0009,Temp Piolli,603-793-1756,Widowed,Temp Piolli,8,Bachelor's Degree,2,4.08,true,true
843,Duke,Mattheis,5/12/1956,Bigender,Other,Structural Analysis Engineer,Business Development,6/8/2009,10/8/2010,194862.15,72.57,73.77,Bi-weekly,0.71,834-80-1528,44018 Loftsgordon Court,Gobojango,,,649-389-5872,Duke Mattheis,377-659-4931,Single,Duke Mattheis,5,Bachelor's Degree,36,1.62,false,false
844,Glenine,Hue,12/1/1975,Transfeminine,Hispanic,Senior Sales Associate,Training,6/1/2013,8/10/2021,161356.3,87.17,53.19,Bi-weekly,0.03,134-67-9870,76072 Cardinal Drive,La Cruz,,4655,418-935-3418,Glenine Hue,918-191-4213,Divorced,Glenine Hue,7,Bachelor's Degree,45,2.28,false,false
845,Miguela,Wetton,10/4/1958,Pangender,Other,Biostatistician IV,Support,10/23/2019,12/14/2004,155666.61,38.97,65.71,Weekly,0.46,872-74-1291,45411 Ridgeview Crossing,Kutamangu,,,123-533-7080,Miguela Wetton,271-671-3430,Divorced,Miguela Wetton,3,High School,0,2.68,false,false
846,Tiff,Craw,12/26/1981,Cis Woman,Black,Senior Developer,Support,12/25/2011,12/29/2020,52582.88,57.42,60.02,Bi-weekly,0.65,816-91-0333,758 Village Green Trail,Hamburg,HH,22111,401-807-7757,Tiff Craw,589-787-5916,Single,Tiff Craw,0,Bachelor's Degree,11,2.46,false,false
847,Margarethe,Battell,6/26/1984,Cis Man,Hispanic,Paralegal,Product Management,5/22/2009,2/1/2005,137069.46,61.56,50.32,Bi-weekly,0.75,676-01-3791,4833 Donald Avenue,A Yun Pa,,,769-339-8656,Margarethe Battell,977-187-1263,Widowed,Margarethe Battell,1,High School,11,1.8,false,true
848,Waneta,Lotwich,11/9/1978,Transsexual Person,Hispanic,Information Systems Manager,Accounting,3/12/2020,3/16/2014,145071.85,76.75,30.07,Weekly,0.99,543-16-8251,898 Upham Street,Yamoto,,981-0503,695-723-5678,Waneta Lotwich,757-425-2863,Divorced,Waneta Lotwich,4,High School,33,1.18,true,true
849,Mona,Andrini,6/8/1958,Female to Male,Other,Chemical Engineer,Support,3/1/2014,5/22/2011,115164.19,40.17,13.57,Weekly,0.65,369-01-5339,24 Mandrake Court,Gizałki,,63-308,617-481-9003,Mona Andrini,152-517-6579,Widowed,Mona Andrini,0,High School,11,4.99,false,false
850,Brad,Botham,10/29/1970,Transsexual Man,White,Structural Engineer,Product Management,6/10/2011,10/12/2021,53708.71,72.33,76.2,Weekly,0.06,488-19-3401,863 Morning Court,Paris 15,A8,75902 CEDEX 15,366-469-2646,Brad Botham,946-592-5717,Widowed,Brad Botham,1,Master's Degree,19,2.58,false,false
851,Livy,Berrigan,6/20/1956,Gender Variant,Other,Software Test Engineer I,Marketing,3/18/2014,8/30/2008,109550.94,67.82,60.39,Weekly,0.22,811-77-5385,09 Northwestern Way,Anuradhapura,,50000,132-849-1011,Livy Berrigan,489-957-6034,Widowed,Livy Berrigan,8,Bachelor's Degree,28,1.73,true,true
852,Erminia,Crallan,10/2/1982,Transmasculine,Black,Staff Scientist,Support,11/23/2005,12/22/2019,128844.92,25.55,87.99,Monthly,0.41,680-02-8674,47803 Arizona Place,Zhanghuban,,,374-959-0694,Erminia Crallan,671-899-1923,Single,Erminia Crallan,1,Bachelor's Degree,30,4.86,true,false
853,Hollis,Buckell,1/23/1993,Transsexual Female,White,Social Worker,Accounting,5/3/2015,1/31/2004,56552.79,27.11,11.7,Bi-weekly,0.82,835-72-1357,61053 1st Street,Magnitka,,456950,436-233-9073,Hollis Buckell,256-693-7098,Married,Hollis Buckell,9,Associate's Degree,31,4.3,false,false
854,Rosy,Bibbie,6/16/1983,Transsexual,Other,Quality Engineer,Marketing,1/13/2002,5/22/2017,123854.53,56.65,60.67,Bi-weekly,0.27,612-13-3508,66410 Victoria Court,Masallātah,,,535-553-5788,Rosy Bibbie,258-339-1600,Single,Rosy Bibbie,10,High School,42,3.94,false,false
855,Hurleigh,Stachini,2/7/1968,Transsexual Female,Other,Pharmacist,Legal,6/10/2009,10/26/2020,58485.98,27.86,66.05,Bi-weekly,0.53,718-38-7038,81 Mendota Hill,Punākha,,,377-116-5011,Hurleigh Stachini,818-858-6972,Single,Hurleigh Stachini,6,High School,17,4.3,true,true
856,Zarah,Brokenshaw,10/30/1957,Transgender,Black,Research Associate,Research and Development,11/7/2008,2/26/2011,109022.37,63.74,95.28,Bi-weekly,0.36,536-04-1902,620 Briar Crest Place,Borek,,32-765,513-371-1831,Zarah Brokenshaw,785-103-9063,Widowed,Zarah Brokenshaw,4,Master's Degree,36,1.97,true,true
857,Rufus,Legg,6/29/1987,FTM,Hispanic,Programmer Analyst II,Business Development,12/1/2005,11/9/2018,130780.46,96.81,71.61,Bi-weekly,0.04,708-12-1846,7420 Vernon Trail,Svedala,M,233 94,178-615-9547,Rufus Legg,692-336-4569,Married,Rufus Legg,2,Bachelor's Degree,41,2.58,false,false
858,Logan,Gilstin,9/30/1984,Androgynous,Asian,Tax Accountant,Services,11/14/2021,10/9/2010,76330.79,97.59,19.94,Monthly,0.69,387-55-3926,4264 Novick Hill,Laxou,B2,54529 CEDEX,703-301-9120,Logan Gilstin,826-333-1033,Married,Logan Gilstin,0,Bachelor's Degree,18,2.9,false,false
859,Obidiah,Gavozzi,12/12/1988,Trans Female,Hispanic,Associate Professor,Research and Development,6/28/2001,1/7/2010,36611.44,57.61,93.22,Bi-weekly,0.75,242-07-9391,9 Dunning Parkway,Eybens,B9,38327 CEDEX,918-332-0012,Obidiah Gavozzi,317-782-7792,Divorced,Obidiah Gavozzi,9,Master's Degree,31,4.95,true,true
860,Sindee,Howlings,10/8/1969,Neither,Black,Payment Adjustment Coordinator,Marketing,8/22/2005,2/28/2021,92014.11,11.2,22.34,Bi-weekly,0.53,610-73-3934,56 Atwood Road,Luanda,,,346-605-6583,Sindee Howlings,593-748-9001,Single,Sindee Howlings,6,Master's Degree,9,2.19,false,true
861,Luis,Poller,6/12/1950,Genderqueer,Other,Design Engineer,Business Development,4/11/2021,11/3/2010,88186.51,30.55,11.88,Weekly,0.6,883-54-2775,2 Paget Junction,Shinan,,,863-348-7700,Luis Poller,401-640-4812,Married,Luis Poller,8,Doctorate,31,4.9,true,true
862,Tamara,Espinos,11/29/1980,Cisgender Male,Other,Cost Accountant,Training,1/29/2009,3/12/2016,49755.22,96.76,68.92,Weekly,0.38,861-25-2766,291 Merry Trail,Yangfeng,,,624-667-5669,Tamara Espinos,885-766-0513,Widowed,Tamara Espinos,6,Doctorate,49,4.19,false,true
863,Jehanna,Weetch,7/25/2002,Non-binary,Hispanic,Payment Adjustment Coordinator,Engineering,3/15/2008,3/13/2014,140543.25,20.33,56.42,Monthly,0.34,834-83-1921,996 Lillian Hill,Verkhniy Lomov,,442130,204-579-9188,Jehanna Weetch,566-509-1096,Divorced,Jehanna Weetch,2,Associate's Degree,21,2.18,true,true
864,Cirillo,Webburn,6/22/1965,Transgender Man,White,Design Engineer,Training,11/1/2006,9/29/2019,41307.13,77.98,50.65,Weekly,0.6,868-38-7115,82488 Dwight Terrace,Sandakan,SBH,90736,865-100-7486,Cirillo Webburn,276-658-1616,Single,Cirillo Webburn,7,High School,30,4.59,false,true
865,Ekaterina,Wagon,6/25/1985,Transmasculine,Hispanic,Statistician II,Legal,12/17/2005,5/22/2010,98893.88,72.94,74.25,Monthly,0.91,216-10-3225,4 Packers Trail,Nice,B8,06073 CEDEX 1,640-151-1291,Ekaterina Wagon,883-380-6257,Divorced,Ekaterina Wagon,2,Bachelor's Degree,45,2.48,false,false
866,Averyl,Partkya,2/1/1950,Agender,Black,Office Assistant II,Sales,4/7/2012,9/8/2004,102323.56,17.23,31.21,Monthly,0.72,197-52-2889,25615 Evergreen Center,Aygek,,,501-777-5700,Averyl Partkya,684-532-3992,Divorced,Averyl Partkya,10,Bachelor's Degree,47,4.93,true,true
867,Kizzee,Ferrandez,1/29/1969,Transsexual Male,Asian,Administrative Officer,Marketing,11/6/2008,5/10/2012,41697.79,59.69,99.94,Monthly,0.25,285-09-9896,48309 Main Place,Vojnić,,47220,447-212-8552,Kizzee Ferrandez,506-932-5617,Single,Kizzee Ferrandez,8,Associate's Degree,28,4.69,true,true
868,Markus,Martinec,11/23/1951,Androgynous,Hispanic,Marketing Manager,Legal,1/1/2000,1/12/2013,59768.69,73.74,76.23,Weekly,0.49,497-20-8119,0226 Bonner Plaza,Gävle,X,802 85,798-904-5448,Markus Martinec,812-223-3038,Divorced,Markus Martinec,10,High School,4,1.96,false,false
869,Eadith,Woodroofe,8/6/1962,Cis Female,White,Research Associate,Legal,11/8/2003,2/17/2009,29351.09,50.55,64.34,Bi-weekly,0.27,438-55-4811,2 Rowland Center,Saint-Avertin,A3,37554 CEDEX,296-356-3368,Eadith Woodroofe,699-944-8884,Divorced,Eadith Woodroofe,2,Master's Degree,29,4.33,false,true
